text,phonetic,part_of_speech,definition_en,definition_vi,example_en,example_vi,level
notion,/ˈnəʊ.ʃən/,noun,a belief or idea about something,khái niệm / quan niệm,She challenged the notion that change is bad.,Cô ấy thách thức quan niệm rằng thay đổi là xấu.,B2
objective,/əbˈdʒek.tɪv/,noun,a goal you are trying to achieve,mục tiêu,What is the main objective of this plan?,Mục tiêu chính của kế hoạch này là gì?,B2
overwhelm,/ˌəʊ.vəˈwelm/,verb,to have too strong an effect on someone,áp đảo,She felt overwhelmed by the amount of work.,Cô ấy cảm thấy áp đảo bởi lượng công việc.,B2
perceive,/pəˈsiːv/,verb,to become aware of something through the senses,nhận thức,How do you perceive this situation?,Bạn nhận thức tình huống này như thế nào?,B2
persist,/pəˈsɪst/,verb,to continue doing something despite difficulties,kiên trì,She persisted despite many obstacles.,Cô ấy kiên trì dù gặp nhiều trở ngại.,B2
phenomenon,/fɪˈnɒm.ɪ.nən/,noun,a fact or event in nature or society,hiện tượng,Climate change is a global phenomenon.,Biến đổi khí hậu là một hiện tượng toàn cầu.,B2
pragmatic,/præɡˈmæt.ɪk/,adjective,dealing with things in a practical way,thực dụng,She takes a pragmatic approach to problems.,Cô ấy tiếp cận vấn đề theo hướng thực dụng.,B2
precedent,/ˈpres.ɪ.dənt/,noun,an earlier event used as an example,tiền lệ,This case sets a legal precedent.,Vụ án này tạo ra một tiền lệ pháp lý.,B2
preliminary,/prɪˈlɪm.ɪ.nər.i/,adjective,coming before the main part,sơ bộ,We conducted preliminary research.,Chúng tôi thực hiện nghiên cứu sơ bộ.,B2
presumably,/prɪˈzjuː.mə.bli/,adverb,used to say something is likely true,có lẽ,Presumably she already knows the answer.,Có lẽ cô ấy đã biết câu trả lời.,B2
priority,/praɪˈɒr.ɪ.ti/,noun,something considered more important than others,ưu tiên,Health should be your top priority.,Sức khỏe nên là ưu tiên hàng đầu của bạn.,B2
rational,/ˈræʃ.ən.əl/,adjective,based on clear thinking and reason,lý trí,Try to make rational decisions.,Cố gắng đưa ra quyết định lý trí.,B2
reinforce,/ˌriː.ɪnˈfɔːs/,verb,to strengthen or support something,củng cố,Practice reinforces what you have learned.,Luyện tập củng cố những gì bạn đã học.,B2
restrict,/rɪˈstrɪkt/,verb,to limit or control something,hạn chế,Access to the building is restricted.,Việc vào tòa nhà bị hạn chế.,B2
retain,/rɪˈteɪn/,verb,to keep or continue to have something,giữ lại,She retained all the information she learned.,Cô ấy giữ lại tất cả thông tin đã học.,B2
subtle,/ˈsʌt.əl/,adjective,small but important and not always noticed,tinh tế,There is a subtle difference between the two.,Có sự khác biệt tinh tế giữa hai cái.,B2
sufficient,/səˈfɪʃ.ənt/,adjective,enough for a particular purpose,đủ,Is this sufficient evidence?,Đây có phải là bằng chứng đủ không?,B2
sustainable,/səˈsteɪ.nə.bəl/,adjective,able to be maintained over a long period,bền vững,We need sustainable development.,Chúng ta cần sự phát triển bền vững.,B2
systematic,/ˌsɪs.təˈmæt.ɪk/,adjective,done according to a plan in an organised way,có hệ thống,She took a systematic approach to studying.,Cô ấy học tập theo cách có hệ thống.,B2
theoretical,/ˌθɪə.rɪˈet.ɪ.kəl/,adjective,based on theory rather than practice,lý thuyết,This is a theoretical framework.,Đây là một khung lý thuyết.,B2
underlying,/ˌʌn.dəˈlaɪ.ɪŋ/,adjective,existing as the real cause or basis,tiềm ẩn,What is the underlying cause of the problem?,Nguyên nhân tiềm ẩn của vấn đề là gì?,B2
validity,/vəˈlɪd.ɪ.ti/,noun,the quality of being based on truth,tính hợp lệ,Scientists questioned the validity of the study.,Các nhà khoa học đặt câu hỏi về tính hợp lệ của nghiên cứu.,B2
virtually,/ˈvɜː.tʃu.ə.li/,adverb,almost but not exactly,hầu như,Virtually everyone uses a smartphone today.,Hầu như ai cũng dùng điện thoại thông minh ngày nay.,B2
yield,/jiːld/,verb,to produce or provide a result,mang lại,Hard work will yield positive results.,Làm việc chăm chỉ sẽ mang lại kết quả tích cực.,B2
accumulate,/əˈkjuː.mjʊ.leɪt/,verb,to gradually gather or increase over time,tích lũy,She accumulated valuable experience over the years.,Cô ấy tích lũy kinh nghiệm quý báu qua nhiều năm.,B2
acknowledge,/əkˈnɒl.ɪdʒ/,verb,to accept or admit that something is true,thừa nhận,He acknowledged his mistake.,Anh ấy thừa nhận lỗi lầm của mình.,B2
anticipate,/ænˈtɪs.ɪ.peɪt/,verb,to expect something and prepare for it,dự đoán,We should anticipate potential problems.,Chúng ta nên dự đoán các vấn đề tiềm năng.,B2
arbitrary,/ˈɑː.bɪ.trər.i/,adjective,not based on any plan or system,tùy tiện,The decision seemed arbitrary.,Quyết định có vẻ tùy tiện.,B2
attribute,/əˈtrɪb.juːt/,verb,to say something was caused by something else,quy cho,She attributed her success to hard work.,Cô ấy quy thành công của mình cho sự chăm chỉ.,B2
clarify,/ˈklær.ɪ.faɪ/,verb,to make something easier to understand,làm rõ,Please clarify what you mean.,Vui lòng làm rõ ý của bạn.,B2
conform,/kənˈfɔːm/,verb,to obey rules or follow expected behaviour,tuân thủ,Students must conform to school rules.,Học sinh phải tuân thủ nội quy trường.,B2
constraint,/kənˈstreɪnt/,noun,a limitation or restriction on something,ràng buộc,There are financial constraints on the project.,Có những ràng buộc tài chính đối với dự án.,B2
contemporary,/kənˈtem.pər.ər.i/,adjective,existing or happening now,đương đại,She studies contemporary literature.,Cô ấy nghiên cứu văn học đương đại.,B2
depict,/dɪˈpɪkt/,verb,to show or describe something in a picture or words,mô tả,The painting depicts a rural landscape.,Bức tranh mô tả một cảnh nông thôn.,B2
dynamic,/daɪˈnæm.ɪk/,adjective,characterised by constant change and activity,năng động,She is a dynamic and energetic leader.,Cô ấy là một nhà lãnh đạo năng động và đầy năng lượng.,B2
enhance,/ɪnˈhɑːns/,verb,to improve the quality of something,nâng cao,Reading enhances your vocabulary.,Đọc sách nâng cao vốn từ vựng của bạn.,B2
execute,/ˈek.sɪ.kjuːt/,verb,to carry out or complete a plan,thực thi,She executed the plan perfectly.,Cô ấy thực thi kế hoạch một cách hoàn hảo.,B2
exploit,/ɪkˈsplɔɪt/,verb,to make full use of a resource,khai thác,They exploit renewable energy sources.,Họ khai thác các nguồn năng lượng tái tạo.,B2
fluctuate,/ˈflʌk.tʃu.eɪt/,verb,to change frequently between levels,dao động,Prices fluctuate with the market.,Giá cả dao động theo thị trường.,B2
formulate,/ˈfɔː.mjʊ.leɪt/,verb,to create or prepare something carefully,xây dựng,She formulated a new plan.,Cô ấy xây dựng một kế hoạch mới.,B2
ideology,/ˌaɪ.diˈɒl.ə.dʒi/,noun,a set of beliefs that guides a group or person,hệ tư tưởng,Political ideology influences policy decisions.,Hệ tư tưởng chính trị ảnh hưởng đến các quyết định chính sách.,B2
implicit,/ɪmˈplɪs.ɪt/,adjective,suggested but not directly expressed,ngụ ý,There was implicit criticism in her words.,Có sự phê bình ngụ ý trong lời nói của cô ấy.,B2
infrastructure,/ˈɪn.frə.strʌk.tʃər/,noun,the basic physical systems of a country,cơ sở hạ tầng,The country needs better infrastructure.,Đất nước cần cơ sở hạ tầng tốt hơn.,B2
initiative,/ɪˈnɪʃ.ə.tɪv/,noun,a new plan intended to solve a problem,sáng kiến,The government launched a new initiative.,Chính phủ đưa ra một sáng kiến mới.,B2
integrate,/ˈɪn.tɪ.ɡreɪt/,verb,to combine parts into a whole,tích hợp,She integrated new ideas into her teaching.,Cô ấy tích hợp các ý tưởng mới vào giảng dạy.,B2
interim,/ˈɪn.tər.ɪm/,adjective,intended to last only until something permanent is done,tạm thời,He served as interim manager.,Anh ấy làm quản lý tạm thời.,B2
manifest,/ˈmæn.ɪ.fest/,verb,to show something clearly,biểu hiện,Her talent manifested at an early age.,Tài năng của cô ấy biểu hiện từ rất sớm.,B2
methodology,/ˌmeθ.əˈdɒl.ə.dʒi/,noun,a set of methods used for a task,phương pháp luận,The research methodology was rigorous.,Phương pháp luận nghiên cứu rất chặt chẽ.,B2
mitigate,/ˈmɪt.ɪ.ɡeɪt/,verb,to reduce the severity of something,giảm thiểu,We must mitigate the risks.,Chúng ta phải giảm thiểu các rủi ro.,B2
nuance,/ˈnjuː.ɑːns/,noun,a subtle difference in meaning or expression,sắc thái,Understanding nuance is important in language.,Hiểu sắc thái là quan trọng trong ngôn ngữ.,B2
objective,/əbˈdʒek.tɪv/,adjective,not influenced by personal feelings,khách quan,Try to be objective in your judgment.,Hãy cố gắng khách quan trong đánh giá của bạn.,B2
paramount,/ˈpær.ə.maʊnt/,adjective,more important than anything else,tối quan trọng,Safety is paramount in this job.,An toàn là điều tối quan trọng trong công việc này.,B2
perceive,/pəˈsiːv/,verb,to understand or think of something in a way,nhận thức,How others perceive you matters.,Cách người khác nhận thức về bạn quan trọng.,B2
portfolio,/pɔːtˈfəʊ.li.əʊ/,noun,a collection of work showing someone's skills,hồ sơ năng lực,She prepared a portfolio for the interview.,Cô ấy chuẩn bị hồ sơ năng lực cho buổi phỏng vấn.,B2
profound,/prəˈfaʊnd/,adjective,very great or intense,sâu sắc,The experience had a profound effect on her.,Trải nghiệm đó có tác động sâu sắc đến cô ấy.,B2
redundant,/rɪˈdʌn.dənt/,adjective,no longer needed or useful,dư thừa,This step is redundant and can be removed.,Bước này dư thừa và có thể loại bỏ.,B2
rhetoric,/ˈret.ər.ɪk/,noun,persuasive language used in speech,tu từ,Politicians often use powerful rhetoric.,Các chính trị gia thường dùng tu từ mạnh mẽ.,B2
rigorous,/ˈrɪɡ.ər.əs/,adjective,extremely thorough and careful,chặt chẽ,The research requires rigorous testing.,Nghiên cứu yêu cầu kiểm tra chặt chẽ.,B2
scrutiny,/ˈskruː.tɪ.ni/,noun,careful and detailed examination,sự xem xét kỹ càng,The plan was under close scrutiny.,Kế hoạch chịu sự xem xét kỹ càng.,B2
speculate,/ˈspek.jʊ.leɪt/,verb,to form opinions without firm evidence,suy đoán,She speculated about the future.,Cô ấy suy đoán về tương lai.,B2
straightforward,/ˌstreɪtˈfɔː.wəd/,adjective,easy to understand and not complicated,đơn giản,The instructions are straightforward.,Hướng dẫn rất đơn giản.,B2
subordinate,/səˈbɔː.dɪ.nɪt/,adjective,less important than something else,thứ yếu,This clause is subordinate to the main one.,Mệnh đề này thứ yếu so với mệnh đề chính.,B2
supplement,/ˈsʌp.lɪ.mənt/,verb,to add something to improve or complete it,bổ sung,She supplements her diet with vitamins.,Cô ấy bổ sung chế độ ăn bằng vitamin.,B2
tentative,/ˈten.tə.tɪv/,adjective,not certain or definite,tạm thời / dè dặt,We have a tentative plan for the meeting.,Chúng tôi có một kế hoạch tạm thời cho cuộc họp.,B2
threshold,/ˈθreʃ.həʊld/,noun,the level at which something begins to happen,ngưỡng,She crossed the threshold of the building.,Cô ấy vượt qua ngưỡng cửa của tòa nhà.,B2
transition,/trænˈzɪʃ.ən/,noun,a change from one state to another,sự chuyển tiếp,The transition to a new system takes time.,Sự chuyển tiếp sang hệ thống mới cần thời gian.,B2
transparent,/trænsˈpær.ənt/,adjective,open and easy to understand,minh bạch,The company is transparent about its finances.,Công ty minh bạch về tài chính.,B2
unanimous,/juːˈnæn.ɪ.məs/,adjective,agreed by everyone,nhất trí,The decision was unanimous.,Quyết định được nhất trí.,B2
undertake,/ˌʌn.dəˈteɪk/,verb,to start working on a task or project,đảm nhận,She undertook a challenging project.,Cô ấy đảm nhận một dự án đầy thách thức.,B2
unify,/ˈjuː.nɪ.faɪ/,verb,to bring people or things together as one,thống nhất,The goal is to unify the team.,Mục tiêu là thống nhất nhóm.,B2
utilise,/ˈjuː.tɪ.laɪz/,verb,to make practical use of something,tận dụng,She utilised all available resources.,Cô ấy tận dụng tất cả các nguồn lực có sẵn.,B2
volatile,/ˈvɒl.ə.taɪl/,adjective,likely to change suddenly and unpredictably,biến động,The stock market is volatile.,Thị trường chứng khoán rất biến động.,B2
welfare,/ˈwel.feər/,noun,the health and happiness of a person or group,phúc lợi,The government promotes the welfare of citizens.,Chính phủ thúc đẩy phúc lợi của công dân.,B2
absence,/ˈæb.səns/,noun,the state of not being present,sự vắng mặt,His absence from class was noticed.,Sự vắng mặt của anh ấy ở lớp bị chú ý.,B1
access,/ˈæk.ses/,noun,the right or ability to enter or use something,quyền truy cập,Students have access to the library.,Học sinh có quyền truy cập thư viện.,B1
administration,/ədˌmɪn.ɪˈstreɪ.ʃən/,noun,the management of an organisation,quản trị,The administration of the school is strict.,Quản trị của trường rất nghiêm.,B1
adult,/ˈæd.ʌlt/,noun,a fully grown person,người lớn,Children must be accompanied by an adult.,Trẻ em phải có người lớn đi cùng.,B1
agency,/ˈeɪ.dʒən.si/,noun,an organisation that provides a service,cơ quan,She works at a travel agency.,Cô ấy làm việc tại một đại lý du lịch.,B1
agreement,/əˈɡriː.mənt/,noun,a decision reached by two or more parties,thỏa thuận,They reached an agreement after hours of talks.,Họ đạt được thỏa thuận sau nhiều giờ đàm phán.,B1
aim,/eɪm/,noun,the goal or purpose you want to achieve,mục tiêu,Her aim is to pass all her exams.,Mục tiêu của cô ấy là vượt qua tất cả kỳ thi.,B1
analysis,/əˈnæl.ɪ.sɪs/,noun,a detailed examination of something,phân tích,The analysis of the data took two weeks.,Việc phân tích dữ liệu mất hai tuần.,B1
application,/ˌæp.lɪˈkeɪ.ʃən/,noun,a formal request for something such as a job,đơn xin,She submitted her application on time.,Cô ấy nộp đơn xin đúng hạn.,B1
arrange,/əˈreɪndʒ/,verb,to organise or plan something,sắp xếp,She arranged the books on the shelf.,Cô ấy sắp xếp sách trên kệ.,B1
aspect,/ˈæs.pekt/,noun,one part or feature of a situation,khía cạnh,Consider every aspect of the problem.,Xem xét mọi khía cạnh của vấn đề.,B1
budget,/ˈbʌdʒ.ɪt/,noun,an amount of money set aside for a purpose,ngân sách,The project is within budget.,Dự án nằm trong ngân sách.,B1
capacity,/kəˈpæs.ɪ.ti/,noun,the ability to do something or maximum amount,năng lực,The stadium has a capacity of fifty thousand.,Sân vận động có sức chứa năm mươi nghìn người.,B1
classify,/ˈklæs.ɪ.faɪ/,verb,to arrange things into groups by type,phân loại,Classify the words by their part of speech.,Phân loại các từ theo từ loại.,B1
comment,/ˈkɒm.ent/,noun,a remark or statement about something,nhận xét,She made a helpful comment on his essay.,Cô ấy đưa ra nhận xét hữu ích về bài luận của anh ấy.,B1
commitment,/kəˈmɪt.mənt/,noun,a strong promise or dedication to something,sự cam kết,Her commitment to learning is admirable.,Sự cam kết học tập của cô ấy thật đáng ngưỡng mộ.,B1
complaint,/kəmˈpleɪnt/,noun,a statement that something is wrong,lời phàn nàn,She filed a complaint about the service.,Cô ấy gửi lời phàn nàn về dịch vụ.,B1
connection,/kəˈnek.ʃən/,noun,a link or relationship between things,mối liên kết,There is a clear connection between diet and health.,Có mối liên kết rõ ràng giữa chế độ ăn và sức khỏe.,B1
construct,/kənˈstrʌkt/,verb,to build or create something,xây dựng,They are constructing a new bridge.,Họ đang xây dựng một cây cầu mới.,B1
criticism,/ˈkrɪt.ɪ.sɪ.zəm/,noun,the expression of disapproval or analysis,chỉ trích,She accepted the criticism positively.,Cô ấy tiếp nhận lời chỉ trích một cách tích cực.,B1
damage,/ˈdæm.ɪdʒ/,noun,harm or injury caused to something,thiệt hại,The storm caused serious damage.,Cơn bão gây ra thiệt hại nghiêm trọng.,B1
deadline,/ˈded.laɪn/,noun,the latest time by which something must be done,thời hạn,The deadline for applications is Friday.,Thời hạn nộp đơn là thứ Sáu.,B1
deliver,/dɪˈlɪv.ər/,verb,to take something to a person or place,giao,The package was delivered this morning.,Gói hàng đã được giao sáng nay.,B1
discipline,/ˈdɪs.ɪ.plɪn/,noun,training yourself to follow rules or routines,kỷ luật,Self-discipline is key to success.,Kỷ luật tự giác là chìa khóa của thành công.,B1
document,/ˈdɒk.jʊ.mənt/,noun,an official paper containing important information,tài liệu,Please sign this document.,Vui lòng ký vào tài liệu này.,B1
domestic,/dəˈmes.tɪk/,adjective,relating to the home or a country's internal affairs,trong nước,She prefers domestic travel.,Cô ấy thích du lịch trong nước.,B1
emphasis,/ˈem.fə.sɪs/,noun,special importance or attention given to something,sự nhấn mạnh,She placed emphasis on pronunciation.,Cô ấy nhấn mạnh vào phát âm.,B1
encounter,/ɪnˈkaʊn.tər/,verb,to unexpectedly meet or experience something,gặp phải,She encountered many difficulties learning English.,Cô ấy gặp phải nhiều khó khăn khi học tiếng Anh.,B1
estimate,/ˈes.tɪ.meɪt/,verb,to calculate an approximate value or amount,ước tính,Can you estimate how long it will take?,Bạn có thể ước tính mất bao lâu không?,B1
extend,/ɪkˈstend/,verb,to make something longer or larger,mở rộng / kéo dài,She extended her visa for another month.,Cô ấy gia hạn visa thêm một tháng.,B1
facility,/fəˈsɪl.ɪ.ti/,noun,a place or equipment provided for a purpose,cơ sở vật chất,The school has excellent sports facilities.,Trường có cơ sở vật chất thể thao xuất sắc.,B1
guarantee,/ˌɡær.ənˈtiː/,verb,to promise that something will happen,đảm bảo,I can guarantee the quality of this product.,Tôi có thể đảm bảo chất lượng sản phẩm này.,B1
income,/ˈɪŋ.kʌm/,noun,money received regularly from work or investment,thu nhập,Her income increased after the promotion.,Thu nhập của cô ấy tăng sau khi được thăng chức.,B1
invest,/ɪnˈvest/,verb,to put money into something to earn a profit,đầu tư,He invests in the stock market.,Anh ấy đầu tư vào thị trường chứng khoán.,B1
legal,/ˈliː.ɡəl/,adjective,allowed by or relating to the law,hợp pháp,Is it legal to park here?,Đỗ xe ở đây có hợp pháp không?,B1
limited,/ˈlɪm.ɪ.tɪd/,adjective,small in amount or not very great,hạn chế,She has limited time to study.,Cô ấy có thời gian học hạn chế.,B1
link,/lɪŋk/,noun,a connection between two things,liên kết,There is a strong link between reading and vocabulary.,Có mối liên kết mạnh mẽ giữa đọc sách và từ vựng.,B1
location,/ləʊˈkeɪ.ʃən/,noun,a particular place or position,địa điểm,The hotel is in a great location.,Khách sạn ở một địa điểm tuyệt vời.,B1
loss,/lɒs/,noun,the fact of no longer having something,sự mất mát,The loss of her job was devastating.,Việc mất việc làm là rất khủng khiếp.,B1
material,/məˈtɪər.i.əl/,noun,the substance from which something is made,vật liệu,The bag is made of high-quality material.,Túi được làm từ vật liệu chất lượng cao.,B1
media,/ˈmiː.di.ə/,noun,television radio and newspapers as communication,phương tiện truyền thông,The media reported on the event.,Phương tiện truyền thông đưa tin về sự kiện.,B1
member,/ˈmem.bər/,noun,a person who belongs to a group or organisation,thành viên,She became a member of the club.,Cô ấy trở thành thành viên của câu lạc bộ.,B1
network,/ˈnet.wɜːk/,noun,a group of connected people or things,mạng lưới,She built a strong professional network.,Cô ấy xây dựng một mạng lưới chuyên nghiệp mạnh mẽ.,B1
obtain,/əbˈteɪn/,verb,to get or acquire something,có được,She obtained a scholarship to study abroad.,Cô ấy nhận được học bổng để du học.,B1
occur,/əˈkɜːr/,verb,to happen or take place,xảy ra,The accident occurred at dawn.,Vụ tai nạn xảy ra lúc bình minh.,B1
primary,/ˈpraɪ.mər.i/,adjective,most important or first in order,chính / chủ yếu,The primary goal is to improve your English.,Mục tiêu chính là cải thiện tiếng Anh của bạn.,B1
profit,/ˈprɒf.ɪt/,noun,money gained from a business after costs,lợi nhuận,The company made a large profit this year.,Công ty kiếm được lợi nhuận lớn năm nay.,B1
recover,/rɪˈkʌv.ər/,verb,to return to a normal condition after difficulty,hồi phục,She recovered quickly from her illness.,Cô ấy hồi phục nhanh chóng sau bệnh tật.,B1
reflect,/rɪˈflekt/,verb,to think carefully about something,suy ngẫm,Take time to reflect on your progress.,Hãy dành thời gian suy ngẫm về tiến trình của bạn.,B1
sector,/ˈsek.tər/,noun,a distinct part of society or the economy,lĩnh vực,She works in the public sector.,Cô ấy làm việc trong lĩnh vực công.,B1
abundant,/əˈbʌn.dənt/,adjective,existing in large quantities,phong phú,The region has abundant natural resources.,Khu vực này có tài nguyên thiên nhiên phong phú.,B2
accommodate,/əˈkɒm.ə.deɪt/,verb,to provide space or adapt to needs,phù hợp / chứa,The hall can accommodate five hundred people.,Hội trường có thể chứa năm trăm người.,B2
acquire,/əˈkwaɪər/,verb,to obtain or come to have something,có được,She acquired new skills through training.,Cô ấy có được kỹ năng mới qua đào tạo.,B2
adhere,/ədˈhɪər/,verb,to follow rules or principles strictly,tuân theo,Always adhere to the rules.,Luôn tuân theo các quy tắc.,B2
adjacent,/əˈdʒeɪ.sənt/,adjective,next to or close to something,liền kề,The library is adjacent to the main hall.,Thư viện liền kề với hội trường chính.,B2
adverse,/ˈæd.vɜːs/,adjective,harmful or unfavourable,bất lợi,Adverse weather affected the harvest.,Thời tiết bất lợi ảnh hưởng đến thu hoạch.,B2
alleviate,/əˈliː.vi.eɪt/,verb,to make pain or a problem less severe,giảm bớt,Exercise can alleviate stress.,Tập thể dục có thể giảm bớt căng thẳng.,B2
ambiguous,/æmˈbɪɡ.ju.əs/,adjective,having more than one possible meaning,mơ hồ,The instructions were ambiguous.,Hướng dẫn rất mơ hồ.,B2
analogy,/əˈnæl.ə.dʒi/,noun,a comparison used to explain something,sự so sánh / ví von,She used an analogy to explain the concept.,Cô ấy dùng sự so sánh để giải thích khái niệm.,B2
anomaly,/əˈnɒm.ə.li/,noun,something that deviates from what is standard,sự bất thường,The result was an anomaly.,Kết quả đó là sự bất thường.,B2
attain,/əˈteɪn/,verb,to succeed in achieving something difficult,đạt được,She attained a high score on the test.,Cô ấy đạt điểm cao trong bài kiểm tra.,B2
authentic,/ɔːˈθen.tɪk/,adjective,genuine and not a copy or fake,xác thực,Is this an authentic signature?,Chữ ký này có xác thực không?,B2
autonomous,/ɔːˈtɒn.ə.məs/,adjective,having the freedom to act independently,tự chủ,The region became autonomous.,Khu vực trở nên tự chủ.,B2
bias,/ˈbaɪ.əs/,noun,an unfair tendency to favour one thing over another,thành kiến,Try to avoid bias in your writing.,Cố gắng tránh thành kiến trong bài viết của bạn.,B2
breakthrough,/ˈbreɪk.θruː/,noun,an important discovery or development,đột phá,Scientists made a breakthrough in cancer research.,Các nhà khoa học đạt được đột phá trong nghiên cứu ung thư.,B2
cognitive,/ˈkɒɡ.nɪ.tɪv/,adjective,relating to mental processes of knowing and thinking,nhận thức,Reading improves cognitive skills.,Đọc sách cải thiện kỹ năng nhận thức.,B2
complement,/ˈkɒm.plɪ.ment/,verb,to combine well with something to improve it,bổ sung cho,Music complements language learning.,Âm nhạc bổ sung cho việc học ngôn ngữ.,B2
compose,/kəmˈpəʊz/,verb,to write or create a piece of music or writing,soạn thảo,She composed a letter to her professor.,Cô ấy soạn thư gửi giáo sư.,B2
contradict,/ˌkɒn.trəˈdɪkt/,verb,to assert the opposite of something stated,mâu thuẫn,The evidence contradicts his statement.,Bằng chứng mâu thuẫn với lời khai của anh ấy.,B2
cultivate,/ˈkʌl.tɪ.veɪt/,verb,to develop a quality or skill over time,vun đắp,She cultivated a love of reading in her students.,Cô ấy vun đắp tình yêu đọc sách trong học sinh.,B2
currency,/ˈkʌr.ən.si/,noun,the system of money used in a country,tiền tệ,The euro is the currency of many European countries.,Euro là đơn vị tiền tệ của nhiều nước châu Âu.,B2
deduce,/dɪˈdjuːs/,verb,to reach a conclusion based on evidence,suy ra,From the clues she deduced the answer.,Từ các gợi ý cô ấy suy ra câu trả lời.,B2
density,/ˈden.sɪ.ti/,noun,the degree to which something is filled,mật độ,The population density is very high in cities.,Mật độ dân số rất cao ở các thành phố.,B2
dimension,/daɪˈmen.ʃən/,noun,a measurement of length width or height,chiều / kích thước,Consider all dimensions of the problem.,Xem xét tất cả các chiều của vấn đề.,B2
empirical,/ɪmˈpɪr.ɪ.kəl/,adjective,based on observation and experiment,thực nghiệm,The theory is supported by empirical evidence.,Lý thuyết được hỗ trợ bởi bằng chứng thực nghiệm.,B2
entity,/ˈen.tɪ.ti/,noun,a thing with a distinct existence,thực thể / đơn vị,A company is a legal entity.,Công ty là một thực thể pháp lý.,B2
feasible,/ˈfiː.zɪ.bəl/,adjective,possible and likely to be achieved,khả thi,Is the plan feasible within the budget?,Kế hoạch có khả thi trong ngân sách không?,B2
hierarchy,/ˈhaɪ.ər.ɑː.ki/,noun,a system in which people are ranked by status,thứ bậc,There is a clear hierarchy in the company.,Có thứ bậc rõ ràng trong công ty.,B2
impose,/ɪmˈpəʊz/,verb,to force something on someone,áp đặt,The teacher imposed strict rules.,Giáo viên áp đặt các quy tắc nghiêm ngặt.,B2
incorporate,/ɪnˈkɔː.pər.eɪt/,verb,to include something as part of a whole,kết hợp / tích hợp,She incorporated new ideas into her project.,Cô ấy kết hợp các ý tưởng mới vào dự án.,B2
inequality,/ˌɪn.ɪˈkwɒl.ɪ.ti/,noun,a difference in level or treatment,bất bình đẳng,Income inequality is a global issue.,Bất bình đẳng thu nhập là vấn đề toàn cầu.,B2
interfere,/ˌɪn.təˈfɪər/,verb,to get in the way of something or someone,can thiệp / cản trở,Do not interfere with others' work.,Đừng can thiệp vào công việc của người khác.,B2
intrinsic,/ɪnˈtrɪn.zɪk/,adjective,belonging naturally to something as a basic part,nội tại / vốn có,Curiosity is intrinsic to human nature.,Sự tò mò là vốn có trong bản chất con người.,B2
isolate,/ˈaɪ.sə.leɪt/,verb,to separate something from its surroundings,tách biệt,She isolated herself to focus on studying.,Cô ấy tự tách biệt để tập trung học.,B2
legitimate,/lɪˈdʒɪt.ɪ.mɪt/,adjective,conforming to the law or accepted standards,hợp lệ / chính đáng,She has a legitimate reason to be absent.,Cô ấy có lý do chính đáng để vắng mặt.,B2
manipulate,/məˈnɪp.jʊ.leɪt/,verb,to control or influence something cleverly,thao túng,She can manipulate data effectively.,Cô ấy có thể thao túng dữ liệu hiệu quả.,B2
minimize,/ˈmɪn.ɪ.maɪz/,verb,to reduce something to the smallest amount,giảm thiểu,We should minimize waste.,Chúng ta nên giảm thiểu lãng phí.,B2
modify,/ˈmɒd.ɪ.faɪ/,verb,to make small changes to something,sửa đổi,She modified her plan based on feedback.,Cô ấy sửa đổi kế hoạch dựa trên phản hồi.,B2
obstacle,/ˈɒb.stɪ.kəl/,noun,a thing that blocks progress,trở ngại,She overcame every obstacle.,Cô ấy vượt qua mọi trở ngại.,B2
paradox,/ˈpær.ə.dɒks/,noun,a situation that seems contradictory but is true,nghịch lý,It is a paradox that the busier she is the more she achieves.,Đây là nghịch lý rằng cô ấy càng bận càng đạt nhiều hơn.,B2
predominantly,/prɪˈdɒm.ɪ.nənt.li/,adverb,mainly or mostly,chủ yếu,The class is predominantly female.,Lớp học chủ yếu là nữ.,B2
prospect,/ˈprɒs.pekt/,noun,the possibility that something will happen,triển vọng,The job prospects are excellent.,Triển vọng nghề nghiệp rất xuất sắc.,B2
reconcile,/ˈrek.ən.saɪl/,verb,to restore friendly relations between people,hòa giải,They reconciled after a long argument.,Họ hòa giải sau một cuộc tranh luận dài.,B2
regulate,/ˈreɡ.jʊ.leɪt/,verb,to control something by means of rules,điều tiết,The government regulates food safety.,Chính phủ điều tiết an toàn thực phẩm.,B2
reiterate,/riːˈɪt.ər.eɪt/,verb,to say or do something again for emphasis,nhắc lại,She reiterated her main points.,Cô ấy nhắc lại các điểm chính.,B2
scope,/skəʊp/,noun,the range of a subject or activity,phạm vi,The scope of the project is very wide.,Phạm vi của dự án rất rộng.,B2
prevail,/prɪˈveɪl/,verb,to be greater in strength or influence,thắng thế,Justice will prevail.,Công lý sẽ thắng thế.,B2
aggregate,/ˈæɡ.rɪ.ɡɪt/,noun,a total formed by combining many separate parts,tổng hợp,The aggregate score determines the winner.,Điểm tổng hợp xác định người thắng.,B2
concede,/kənˈsiːd/,verb,to admit something is true reluctantly,nhượng bộ,He conceded that she was right.,Anh ấy nhượng bộ thừa nhận cô ấy đúng.,B2
